"Program_Title","Institution","Level","Link","Language","Country","ECTS","Free_Tuition_EU"
"ENTREPRENEURIAL MANAGEMENT","Academy of Technical-Educational Vocational Studies Niš - Vranje Department","Other","https://www.bazaobrazovanja.rs/en/program/academy-of-technical-educational-vocational-studies-nis-vranje-department-bachelor-applied-entrepreneurial-management","Serbian","Serbia",NA,"No"
"ENTREPRENEURSHIP","Novi Sad Business School - Business College of Applied Studies","Other","https://www.bazaobrazovanja.rs/en/program/novi-sad-business-school-business-college-of-applied-studies-novi-sad-bachelor-applied-entrepreneurship","Serbian","Serbia",NA,"No"
"ENVIRONMENTAL AND FIRE PROTECTION","Technical College of Applied Studies","Other","https://www.bazaobrazovanja.rs/en/program/technical-college-of-applied-studies-novi-sad-specialist-applied-environmental-and-fire-protection","Serbian","Serbia",NA,"No"
"ENVIRONMENTAL AND FIRE PROTECTION","Technical College of Applied Studies","Other","https://www.bazaobrazovanja.rs/en/program/technical-college-of-applied-studies-novi-sad-bachelor-applied-environmental-and-fire-protection","Serbian","Serbia",NA,"No"
"ENVIRONMENTAL CHEMISTRY","Faculty of Chemistry","Other","https://www.bazaobrazovanja.rs/en/program/university-of-belgrade-faculty-of-chemistry-bachelor-environmental-chemistry","Serbian","Serbia",NA,"No"
"ENVIRONMENTAL CHEMISTRY","Faculty of Chemistry","Other","https://www.bazaobrazovanja.rs/en/program/university-of-belgrade-faculty-of-chemistry-master-environmental-chemistry","Serbian","Serbia",NA,"No"
"ENVIRONMENTAL ECONOMY AND CLIMATE CHANGE","Faculty of Applied Ecology","Other","https://www.bazaobrazovanja.rs/en/program/metropolitan-university-belgrade-faculty-of-applied-ecology-master-environmental-economy-and-climate-change","Serbian","Serbia",NA,"No"
"ENVIRONMENTAL ENGINEERING","Faculty of Occupational Safety","Other","https://www.bazaobrazovanja.rs/en/program/university-of-nis-faculty-of-occupational-safety-phd-environmental-engineering","Serbian","Serbia",NA,"No"
"ENVIRONMENTAL ENGINEERING","Faculty of Mining and Geology","Other","https://www.bazaobrazovanja.rs/en/program/university-of-belgrade-faculty-of-mining-and-geology-master-environmental-engineering","Serbian","Serbia",NA,"No"
"ENVIRONMENTAL ENGINEERING","Faculty of Science","Other","https://www.bazaobrazovanja.rs/en/program/university-of-kragujevac-faculty-of-science-bachelor-environmental-engineering","Serbian","Serbia",NA,"No"
"ENVIRONMENTAL ENGINEERING","Faculty of Technical Sciences","Other","https://www.bazaobrazovanja.rs/en/program/university-of-novi-sad-faculty-of-technical-sciences-bachelor-environmental-engineering","Serbian","Serbia",NA,"No"
"ENVIRONMENTAL ENGINEERING","Faculty of Occupational Safety","Other","https://www.bazaobrazovanja.rs/en/program/university-of-nis-faculty-of-occupational-safety-master-environmental-engineering","Serbian","Serbia",NA,"No"
"ENVIRONMENTAL ENGINEERING","Faculty of Engineering","Other","https://www.bazaobrazovanja.rs/en/program/university-of-kragujevac-faculty-of-engineering-bachelor-environmental-engineering","Serbian","Serbia",NA,"No"
"ENVIRONMENTAL ENGINEERING","Faculty of Technology and Metallurgy","Other","https://www.bazaobrazovanja.rs/en/program/university-of-belgrade-faculty-of-technology-and-metallurgy-phd-environmental-engineering","English","Serbia",NA,"No"
"ENVIRONMENTAL ENGINEERING","Faculty of Technology and Metallurgy","Other","https://www.bazaobrazovanja.rs/en/program/university-of-belgrade-faculty-of-technology-and-metallurgy-master-environmental-engineering","English","Serbia",NA,"No"
"ENVIRONMENTAL ENGINEERING","Faculty of Technical Sciences","Other","https://www.bazaobrazovanja.rs/en/program/university-of-novi-sad-faculty-of-technical-sciences-bachelor-environmental-engineering","Serbian","Serbia",NA,"No"
"ENVIRONMENTAL ENGINEERING","Faculty of Information Technologies and Engineering","Other","https://www.bazaobrazovanja.rs/en/program/union-nikola-tesla-university-faculty-of-information-technologies-and-engineering-master-environmental-engineering","Serbian","Serbia",NA,"No"
"ENVIRONMENTAL ENGINEERING","Faculty of Mining and Geology","Other","https://www.bazaobrazovanja.rs/en/program/university-of-belgrade-faculty-of-mining-and-geology-bachelor-environmental-engineering","Serbian","Serbia",NA,"No"
"ENVIRONMENTAL ENGINEERING","Mihajlo Pupin Technical Faculty","Other","https://www.bazaobrazovanja.rs/en/program/university-of-novi-sad-mihajlo-pupin-technical-faculty-bachelor-environmental-engineering","Serbian","Serbia",NA,"No"
"ENVIRONMENTAL ENGINEERING AND OCCUPATIONAL SAFETY","Section of Traffic, Mechanical Engineering and Safety Engineering","Other","https://www.bazaobrazovanja.rs/en/program/academy-for-applied-technical-studies-belgrade-section-of-traffic-mechanical-engineering-and-safety-engineering-master-applied-environmental-engineering-and-occupational-safety","Serbian","Serbia",NA,"No"
"ENVIRONMENTAL MANAGEMENT","Faculty of Occupational Safety","Other","https://www.bazaobrazovanja.rs/en/program/university-of-nis-faculty-of-occupational-safety-master-environmental-management","Serbian","Serbia",NA,"No"
"ENVIRONMENTAL POLICY","Faculty of Political Sciences","Other","https://www.bazaobrazovanja.rs/en/program/university-of-belgrade-faculty-of-political-sciences-master-environmental-policy","Serbian","Serbia",NA,"No"
"ENVIRONMENTAL PROTECTION","Academy of Vocational Studies Southern Serbia - Department of Technology and Art","Other","https://www.bazaobrazovanja.rs/en/program/academy-of-vocational-studies-southern-serbia-department-of-technology-and-art-bachelor-applied-environmental-protection","Serbian","Serbia",NA,"No"
"ENVIRONMENTAL PROTECTION","Faculty of Sciences","Other","https://www.bazaobrazovanja.rs/en/program/university-of-novi-sad-faculty-of-sciences-phd-environmental-protection","Serbian","Serbia",NA,"No"
"ENVIRONMENTAL PROTECTION","Union - Nikola Tesla University","Other","https://www.bazaobrazovanja.rs/en/program/union-nikola-tesla-university-belgrade-master-environmental-protection","Serbian","Serbia",NA,"No"
"ENVIRONMENTAL PROTECTION","Union - Nikola Tesla University","Other","https://www.bazaobrazovanja.rs/en/program/union-nikola-tesla-university-belgrade-bachelor-environmental-protection","Serbian","Serbia",NA,"No"
"ENVIRONMENTAL PROTECTION","Department for medical, business and technological studies","Other","https://www.bazaobrazovanja.rs/en/program/academy-of-vocational-studies-sabac-department-for-medical-business-and-technological-studies-bachelor-applied-environmental-protection","Serbian","Serbia",NA,"No"
"ENVIRONMENTAL PROTECTION","Section of Belgrade Polytechnic","Other","https://www.bazaobrazovanja.rs/en/program/academy-for-applied-technical-studies-belgrade-section-of-belgrade-polytechnic-bachelor-applied-environmental-protection","Serbian","Serbia",NA,"No"
"ENVIRONMENTAL PROTECTION","Section of Applied Engineering Sciences Požarevac","Other","https://www.bazaobrazovanja.rs/en/program/academy-for-applied-technical-studies-belgrade-section-of-applied-engineering-sciences-pozarevac-bachelor-applied-environmental-protection","Serbian","Serbia",NA,"No"
"ENVIRONMENTAL PROTECTION","Section of Applied Engineering Sciences Požarevac","Other","https://www.bazaobrazovanja.rs/en/program/academy-for-applied-technical-studies-belgrade-section-of-applied-engineering-sciences-pozarevac-specialist-applied-environmental-protection","Serbian","Serbia",NA,"No"
"ENVIRONMENTAL PROTECTION","Academy of Vocational Studies Southern Serbia - Department of Technology and Art","Other","https://www.bazaobrazovanja.rs/en/program/academy-of-vocational-studies-southern-serbia-department-of-technology-and-art-master-applied-environmental-protection","Serbian","Serbia",NA,"No"
"ENVIRONMENTAL PROTECTION","Faculty of Applied Sciences","Other","https://www.bazaobrazovanja.rs/en/program/union-nikola-tesla-university-faculty-of-applied-sciencesenvironmental-protection","Serbian","Serbia",NA,"No"
"ENVIRONMENTAL PROTECTION","Faculty of Occupational Safety","Other","https://www.bazaobrazovanja.rs/en/program/university-of-nis-faculty-of-occupational-safety-bachelor-environmental-protection","Serbian","Serbia",NA,"No"
"ENVIRONMENTAL PROTECTION","Faculty of Applied Ecology","Other","https://www.bazaobrazovanja.rs/en/program/metropolitan-university-belgrade-faculty-of-applied-ecology-bachelor-environmental-protection","Serbian","Serbia",NA,"No"
"ENVIRONMENTAL PROTECTION","Union - Nikola Tesla University","Other","https://www.bazaobrazovanja.rs/en/program/union-nikola-tesla-university-belgrade-phd-environmental-protection","Serbian","Serbia",NA,"No"
"ENVIRONMENTAL PROTECTION","Educons University","Other","https://www.bazaobrazovanja.rs/en/program/educons-university-novi-sad-phd-environmental-protection","English","Serbia",NA,"No"
"ENVIRONMENTAL PROTECTION","Educons University","Other","https://www.bazaobrazovanja.rs/en/program/educons-university-novi-sad-master-environmental-protection","English","Serbia",NA,"No"
"ENVIRONMENTAL PROTECTION","Educons University","Other","https://www.bazaobrazovanja.rs/en/program/educons-university-novi-sad-bachelor-environmental-protection","English","Serbia",NA,"No"
"ENVIRONMENTAL PROTECTION","Faculty of Sciences","Other","https://www.bazaobrazovanja.rs/en/program/university-of-novi-sad-faculty-of-sciences-master-environmental-protection","Serbian","Serbia",NA,"No"
"ENVIRONMENTAL PROTECTION","Technical College of Applied Studies","Other","https://www.bazaobrazovanja.rs/en/program/technical-college-of-applied-studies-novi-sad-bachelor-applied-environmental-protection","Serbian","Serbia",NA,"No"
"ENVIRONMENTAL PROTECTION","Academy for Applied Technical Studies Belgrade","Other","https://www.bazaobrazovanja.rs/en/program/academy-for-applied-technical-studies-belgrade-bachelor-applied-environmental-protection","Serbian","Serbia",NA,"No"
"ENVIRONMENTAL PROTECTION","Faculty of Applied Sciences","Other","https://www.bazaobrazovanja.rs/en/program/union-nikola-tesla-university-faculty-of-applied-sciences-master-environmental-protection","Serbian","Serbia",NA,"No"
"ENVIRONMENTAL PROTECTION","Faculty of Sciences","Other","https://www.bazaobrazovanja.rs/en/program/university-of-novi-sad-faculty-of-sciences-bachelor-environmental-protection","Serbian","Serbia",NA,"No"
"ENVIRONMENTAL PROTECTION AND OCCUPATIONAL SAFETY","Academy of Vocational Studies Šumadija - Аranđelovac Department","Other","https://www.bazaobrazovanja.rs/en/program/academy-of-vocational-studies-sumadija-arandjelovac-department-bachelor-applied-environmental-protection-and-occupational-safety","Serbian","Serbia",NA,"No"
"ENVIRONMENTAL PROTECTION AND SUSTAINABLE DEVELOPMENT","Academy for Applied Technical Studies Belgrade","Other","https://www.bazaobrazovanja.rs/en/program/academy-for-applied-technical-studies-belgrade-master-applied-environmental-protection-and-sustainable-development","Serbian","Serbia",NA,"No"
"ENVIRONMENTAL PROTECTION ENGINEERING","Academy of Vocational Studies Šumadija - Аranđelovac Department","Other","https://www.bazaobrazovanja.rs/en/program/academy-of-vocational-studies-sumadija-arandjelovac-department-master-applied-environmental-protection-engineering","Serbian","Serbia",NA,"No"
"ENVIRONMENTAL PROTECTION ENGINEERING","Union - Nikola Tesla University","Other","https://www.bazaobrazovanja.rs/en/program/union-nikola-tesla-university-belgrade-master-environmental-protection-engineering","Serbian","Serbia",NA,"No"
"ENVIRONMENTAL PROTECTION ENGINEERING","Faculty of Technology and Metallurgy","Other","https://www.bazaobrazovanja.rs/en/program/university-of-belgrade-faculty-of-technology-and-metallurgy-bachelor-environmental-protection-engineering","Serbian","Serbia",NA,"No"
"ENVIRONMENTAL PROTECTION ENGINEERING","Faculty of Technical Sciences","Other","https://www.bazaobrazovanja.rs/en/program/university-of-novi-sad-faculty-of-technical-sciences-phd-environmental-protection-engineering","English","Serbia",NA,"No"
"ENVIRONMENTAL PROTECTION ENGINEERING","Faculty of Technical Sciences","Other","https://www.bazaobrazovanja.rs/en/program/university-of-novi-sad-faculty-of-technical-sciences-master-environmental-protection-engineering","English","Serbia",NA,"No"
"ENVIRONMENTAL PROTECTION ENGINEERING AND OCCUPATIONAL SAFETY","Academy of Vocational Studies Šumadija - Kruševac Department","Other","https://www.bazaobrazovanja.rs/en/program/academy-of-vocational-studies-sumadija-krusevac-department-bachelor-applied-environmental-protection-engineering-and-occupational-safety","Serbian","Serbia",NA,"No"
"ENVIRONMENTAL PROTECTION ENGINEERING AND OCCUPATIONAL SAFETY ENGINEERING","Faculty of Engineering","Other","https://www.bazaobrazovanja.rs/en/program/university-of-kragujevac-faculty-of-engineering-master-environmental-protection-engineering-and-occupational-safety-engineering","Serbian","Serbia",NA,"No"
"ENVIRONMENTAL PROTECTION ENGINEERING: WASTE MANAGEMENT, ENERGY EFFICIENCY AND RENEWABLE ENERGY SOURCES","Academy of Vocational Studies Šumadija - Аranđelovac Department","Other","https://www.bazaobrazovanja.rs/en/program/academy-of-vocational-studies-sumadija-arandjelovac-department-specialist-applied-environmental-protection-engineering-waste-management-energy-efficiency-and-renewable-energy-sources","Serbian","Serbia",NA,"No"
"ENVIRONMENTAL PROTECTION IN AGRICULTURE","Faculty of Agriculture","Other","https://www.bazaobrazovanja.rs/en/program/university-of-belgrade-faculty-of-agriculture-master-environmental-protection-in-agriculture","English","Serbia",NA,"No"
"ENVIRONMENTAL PROTECTION IN FOOD PRODUCTION","Faculty of Agriculture","Other","https://www.bazaobrazovanja.rs/en/program/university-of-belgrade-faculty-of-agriculture-bachelor-environmental-protection-in-food-production","Serbian","Serbia",NA,"No"
"ENVIRONMENTAL QUALITY CONTROL AND MANAGEMENT","Faculty of Sciences","Other","https://www.bazaobrazovanja.rs/en/program/university-of-novi-sad-faculty-of-sciences-bachelor-environmental-quality-control-and-management","Serbian","Serbia",NA,"No"
"ENVIRONMENTAL RISKS MANAGEMENT","Faculty of Applied Ecology","Other","https://www.bazaobrazovanja.rs/en/program/metropolitan-university-belgrade-faculty-of-applied-ecology-master-environmental-risks-management","Serbian","Serbia",NA,"No"
"ENVIRONMENTAL SAFETY ENGINEERING","Academy of Technical-Educational Vocational Studies Niš - Niš Department","Other","https://www.bazaobrazovanja.rs/en/program/academy-of-technical-educational-vocational-studies-nis-nis-department-bachelor-applied-environmental-safety-engineering","Serbian","Serbia",NA,"No"
"ENVIRONMENTAL SAFETY ENGINEERING","Academy of Technical-Educational Vocational Studies Niš - Niš Department","Other","https://www.bazaobrazovanja.rs/en/program/academy-of-technical-educational-vocational-studies-nis-nis-department-bachelor-applied-environmental-safety-engineering","Serbian","Serbia",NA,"No"
"ENVIRONMENT AND SUSTAINABLE DEVELOPMENT","Singidunum University","Other","https://www.bazaobrazovanja.rs/en/program/singidunum-university-belgrade-master-environment-and-sustainable-development","English","Serbia",NA,"No"
"ENVIRONMENT AND SUSTAINABLE DEVELOPMENT","Singidunum University","Other","https://www.bazaobrazovanja.rs/en/program/singidunum-university-belgrade-bachelor-environment-and-sustainable-development","English","Serbia",NA,"No"
"ENVIRONMENT AND SUSTAINABLE DEVELOPMENT","Singidunum University","Other","https://www.bazaobrazovanja.rs/en/program/singidunum-university-belgrade-phd-environment-and-sustainable-development","English","Serbia",NA,"No"
"ETHNOLOGY AND ANTHROPOLOGY","Faculty of Philosophy","Other","https://www.bazaobrazovanja.rs/en/program/university-of-belgrade-faculty-of-philosophy-master-ethnology-and-anthropology","Serbian","Serbia",NA,"No"
"ETHNOLOGY AND ANTHROPOLOGY","Faculty of Philosophy","Other","https://www.bazaobrazovanja.rs/en/program/university-of-belgrade-faculty-of-philosophy-bachelor-ethnology-and-anthropology","Serbian","Serbia",NA,"No"
"ETHNOLOGY AND ANTHROPOLOGY","Faculty of Philosophy","Other","https://www.bazaobrazovanja.rs/en/program/university-of-belgrade-faculty-of-philosophy-phd-ethnology-and-anthropology","Serbian","Serbia",NA,"No"
"ETHNOMUSICOLOGY AND ETHNOCOREOLOGY","Faculty of Music Arts","Other","https://www.bazaobrazovanja.rs/en/program/university-of-arts-in-belgrade-faculty-of-music-arts-phd-ethnomusicology-and-ethnocoreology","Serbian","Serbia",NA,"No"
"ETHNOMUSICOLOGY AND ETHNOCOREOLOGY","Faculty of Music Arts","Other","https://www.bazaobrazovanja.rs/en/program/university-of-arts-in-belgrade-faculty-of-music-arts-master-ethnomusicology-and-ethnocoreology","Serbian","Serbia",NA,"No"
"ETHNOMUSICOLOGY AND ETHNOCOREOLOGY","Faculty of Music Arts","Other","https://www.bazaobrazovanja.rs/en/program/university-of-arts-in-belgrade-faculty-of-music-arts-bachelor-ethnomusicology-and-ethnocoreology","Serbian","Serbia",NA,"No"
"FARMACEUTSKI TEHNIČAR","MEDICINSKA ŠKOLA „DR MILENKO HAdžIć”","Other","https://www.bazaobrazovanja.rs/en/program/medicinska-skola-dr-milenko-hadzic-nis-farmaceutski-tehnicar","Serbian","Serbia",NA,"No"
"FARMACEUTSKI TEHNIČAR","MEDICINSKA ŠKOLA „DR IZABEL EMSLI HATON”","Other","https://www.bazaobrazovanja.rs/en/program/medicinska-skola-dr-izabel-emsli-haton-vranje-farmaceutski-tehnicar","Serbian","Serbia",NA,"No"
"FARMACEUTSKI TEHNIČAR","MEDICINSKA ŠKOLA","Other","https://www.bazaobrazovanja.rs/en/program/medicinska-skola-leskovac-farmaceutski-tehnicar","Serbian","Serbia",NA,"No"
"FARMACEUTSKI TEHNIČAR","MEDICINSKA ŠKOLA","Other","https://www.bazaobrazovanja.rs/en/program/medicinska-skola-zajecar-farmaceutski-tehnicar","Serbian","Serbia",NA,"No"
"FARMACEUTSKI TEHNIČAR","MEDICINSKA ŠKOLA","Other","https://www.bazaobrazovanja.rs/en/program/medicinska-skola-novi-pazar-farmaceutski-tehnicar","Serbian","Serbia",NA,"No"
"FARMACEUTSKI TEHNIČAR","MEDICINSKA ŠKOLA","Other","https://www.bazaobrazovanja.rs/en/program/medicinska-skola-kral%D1%98evo-farmaceutski-tehnicar","Serbian","Serbia",NA,"No"
"FARMACEUTSKI TEHNIČAR","MEDICINSKA ŠKOLA","Other","https://www.bazaobrazovanja.rs/en/program/medicinska-skola-cacak-farmaceutski-tehnicar","Serbian","Serbia",NA,"No"
"FARMACEUTSKI TEHNIČAR","MEDICINSKA ŠKOLA","Other","https://www.bazaobrazovanja.rs/en/program/medicinska-skola-krusevac-farmaceutski-tehnicar","Serbian","Serbia",NA,"No"
